Author 1, Author 2, P(A->B), P(B->A),Multiplication,Averaged,Squared,Encode 1,Encode 2
no-panic ,Gamma Ray Burst ,0.028530285559318153,0.016463871475320014,0.00046971895460279264,0.022497078517319084,0.000542518129026047,25 ,11
no-panic ,globallynaive ,0.023831878296049876,0.01877929253014938,0.00044754581406443857,0.021305585413099626,0.0004603101255253287,25 ,12
no-panic ,gottwuerfeltnicht ,0.030834887310708218,0.017859926371440318,0.0005507088170409081,0.024347406841074268,0.0006348836227286719,25 ,13
no-panic ,Hans_Joachim ,0.04001660304436998,0.015854476788066025,0.000634442304104216,0.027935539916218,0.0009263464767170024,25 ,14
no-panic ,Sumtina ,0.018848073418468024,0.020235407591663677,0.0003813984479403022,0.019541740505065852,0.0003823607959943604,25 ,33
no-panic ,Super-Duper Missile ,0.020840615092527034,0.022803456323843944,0.0004752380560244832,0.02182203570818549,0.00047716442887416196,25 ,34
no-panic ,Jan Reiter ,0.022585367738319203,0.04140124216630468,0.0009350622791491984,0.031993304952311945,0.0011120808443940574,25 ,15
no-panic ,Jordanes ,0.020459991207918797,0.02163660264450696,0.000442684699875845,0.02104829692621288,0.0004433769071122,25 ,16
no-panic ,JuJuMila ,0.028232204415393796,0.02739927235417024,0.0007735418579359822,0.02781573838478202,0.0007738887458452893,25 ,17
no-panic ,knowwhereman ,0.02143747243254267,0.029212785380297184,0.0006262482812679065,0.025325128906419928,0.000656476026985666,25 ,18
no-panic ,Superforecaster ,0.03254874664204596,0.023496270725189755,0.0007647741628671229,0.02802250868361786,0.0008057478229797537,25 ,35
no-panic ,too late ,0.040613805702003826,0.024678810874029938,0.0010023004297943512,0.03264630828801688,0.0011292624598781284,25 ,36
no-panic ,whitemouse ,0.031168664008832045,0.034089234988567134,0.0010625159116767705,0.032628949498699586,0.0010667807791006059,25 ,37
no-panic ,Lea Paul ,0.01615979357844271,0.024927992687015836,0.00040283121614710535,0.020543893132729273,0.0004412718739508966,25 ,19
no-panic ,Leute von heute ,0.008885660776699968,0.015530704084696055,0.00013800056811991772,0.012208182430698012,0.0001600788684024895,25 ,20
no-panic ,Lucy Meineke ,0.02191461542424627,8.458265839565056e-05,1.853596430301077e-06,0.01099959904132096,0.00024012876170935687,25 ,21
no-panic ,whitemouse-neu ,0.0230569895914475,0.04064467298222198,0.0009371438018988795,0.03185083128683474,0.0010918071054259416,25 ,38
no-panic ,Yankee Babe ,0.010586655652259117,0.02020429716702763,0.00021389593680323592,0.015395476409643373,0.00026014545095653534,25 ,39
no-panic ,Zeit 12 ,0.019635212969656167,0.0061067381550820535,0.0001199071042249613,0.01287097556236911,0.00021141691962924436,25 ,40
no-panic ,Mahlsdorfer ,0.022409056138982537,0.012734975654024969,0.0002853787843596214,0.017572015896503753,0.0003321727009743398,25 ,22
no-panic ,Maik12 ,0.022252550878410084,0.017844312143809445,0.0003970814638703506,0.020048431511109764,0.0004067977482409673,25 ,23
no-panic ,zelebration ,0.023726635195203398,0.015593847419182091,0.0003699895290045975,0.019660241307192745,0.0004030606475094983,25 ,41
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,alpinist ,0.021766496580071595,0.058227749634552343,0.0012674141132857485,0.03999712310731197,0.0019321256004371894,0 ,1
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Peter Pekster ,0.01687300271529042,0.03015420811516964,0.0005087920354046897,0.02351360541523003,0.0005969872438415802,0 ,26
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Ariovistvs ,0.017575831657250112,0.04222562750804215,0.0007421505207030984,0.029900729582646134,0.0010459567384459606,0 ,2
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,R.B.C. ,0.01996433704214649,0.047721229540485126,0.0009527227106118825,0.033842783291315806,0.0013379452511940464,0 ,27
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Ribald Corello ,0.021284655056994176,0.026396790456661434,0.0005618465794817944,0.023840722756827804,0.00057491354365406,0 ,28
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Richi Rich ,0.02096951616115369,0.02496642206993485,0.0005235337910816831,0.022967969115544273,0.000531521419503508,0 ,29
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Bleiben Sie sachlich ,0.01618858948053761,0.03268897723174345,0.0005291884329433355,0.024438783356140532,0.0006653198309134075,0 ,3
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,cedebe ,0.025056516162580502,0.043021015488989234,0.001077956769930485,0.03403876582578487,0.0012393183879547548,0 ,4
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,CETAoderGoodByeGermany ,0.029336423606324075,0.044129861477371905,0.0012946123099885846,0.03673314254184799,0.0014040352120108606,0 ,5
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,rock_lobster ,0.02373510100720037,0.02948270297646412,0.0006997749331116629,0.026608901991832246,0.0007162923973102052,0 ,30
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,slocum ,0.02284178729514655,0.020478701367795903,0.0004677701407240207,0.021660244331471228,0.00047056222827404203,0 ,31
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,deep_franz ,0.025448542953360104,0.03087059143863393,0.0007856115722217063,0.028159567195997017,0.0008003108771100363,0 ,6
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,diespdisttot ,0.02532238026863584,0.02006541026741856,0.0005081039490377627,0.0226938952680272,0.000521921815834612,0 ,7
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,eagle58 ,0.02392436327967922,0.002807977691180634,6.71790783650404e-05,0.013366170485429927,0.00029012994852611586,0 ,8
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Eckard P. ,0.025530199776352985,0.008571050359977633,0.00021882062798341114,0.01705062506816531,0.0003626270024468834,0 ,9
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,sonnenkatze ,0.019620776326466527,0.02985069814779478,0.00058569387154675,0.024735737237130653,0.000638019521781994,0 ,32
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Friwi ,0.03324563469352826,0.03474480950341409,0.0011551132442467339,0.033995222098471174,0.0011562370068020319,0 ,10
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Gamma Ray Burst ,0.04325352852073449,0.034783178068797785,0.0015044951846405314,0.039018353294766134,0.0015403686030298436,0 ,11
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,globallynaive ,0.03703636049189006,0.03146217397027164,0.0011652444170215403,0.03424926723108085,0.0011807801947104366,0 ,12
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,gottwuerfeltnicht ,0.032920380564908654,0.03556872380685725,0.0011709359239298672,0.03424455218588295,0.0011744427848934544,0 ,13
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Hans_Joachim ,0.02237566853106891,0.024539323020573052,0.0005490837578851713,0.02345749577582098,0.000551424458260147,0 ,14
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Sumtina ,0.03949536021692324,0.03087210644573317,0.0012193049647294294,0.03518373333132821,0.0012564852175306013,0 ,33
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Super-Duper Missile ,0.01928274426150179,0.017438322130500956,0.00033625870599213696,0.018360533196001373,0.0003379596524907998,0 ,34
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Jan Reiter ,0.018124539704933502,0.023272738492081554,0.0004218076728422664,0.020698639098507526,0.0004350596482182627,0 ,15
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Jordanes ,0.020511111346115357,0.01879911254788839,0.00038559069067789313,0.019655111947001876,0.00038705616062045844,0 ,16
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,JuJuMila ,0.014699950895033401,0.01773759648908843,0.0002607417973855168,0.016218773692060914,0.00026535544276305777,0 ,17
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,knowwhereman ,0.015407315735067024,0.01490069683663033,0.00022957974083447793,0.015154006285848677,0.00022970807218860453,0 ,18
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Superforecaster ,0.01764210727377097,0.01350451750418667,0.00023824814648937902,0.01557331238897882,0.00024680797104006334,0 ,35
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,too late ,0.017983536578457786,0.015349906006864969,0.00027604559615034506,0.016666721292661377,0.0002795136011441592,0 ,36
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,whitemouse ,0.018407167894450807,0.029482835886796878,0.0005426955101728095,0.023945001890623843,0.0006040307209111492,0 ,37
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Lea Paul ,0.015825437724355785,0.015581922332079334,0.00024659074149207015,0.015703680028217558,0.00024662039136520795,0 ,19
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Leute von heute ,0.03786701668762721,0.017657288502025296,0.0006686288383644399,0.027762152594826252,0.000872845395032396,0 ,20
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Lucy Meineke ,0.009791333437870376,2.2442918403521787e-05,2.1974609740779932e-07,0.0049068881781369495,4.79353570880725e-05,0 ,21
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,whitemouse-neu ,0.02093309100193984,0.014787484154022637,0.00030954775148589925,0.017860287577981238,0.0003284319932504827,0 ,38
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Yankee Babe ,0.03405447459072118,0.022025630600254732,0.0007500712776209857,0.028040052595487957,0.0008224178214944762,0 ,39
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Zeit 12 ,0.01234726525137326,0.01291207221590672,0.00015942878059468717,0.01262966873363999,0.0001595882840482799,0 ,40
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Mahlsdorfer ,0.04053558474789213,0.015568281616087178,0.0006310693988279528,0.028051933181989654,0.0009427525116656716,0 ,22
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,Maik12 ,0.0379718405941806,0.02327970846048328,0.0008839733787404686,0.03062577452733194,0.0009919027520574792,0 ,23
aaaaaaaaaaaaaaaasssssssssssssdddddddddd ,zelebration ,0.037091675827394054,0.03160379812349369,0.0011722378349110325,0.03434773697544387,0.001187296235757516,0 ,41
alpinist ,Peter Pekster ,0.0609441985040695,0.03336003456020256,0.0020331005683396036,0.04715211653213603,0.0024135436185806682,1 ,26
alpinist ,Ariovistvs ,0.0291451840384143,0.032242221103857285,0.0009397054678791661,0.030693702571135795,0.0009445012871715299,1 ,2
alpinist ,R.B.C. ,0.017219693669996157,0.04672232019862171,0.0008045440413717398,0.03197100693430893,0.0012397465274155198,1 ,27
alpinist ,Ribald Corello ,0.020907959680702498,0.023992647327443176,0.0005016373029554965,0.022450303504072837,0.0005063949518944737,1 ,28
alpinist ,Richi Rich ,0.020547502259605988,0.024739526821276864,0.0005083354832617693,0.022643514540441424,0.0005171220182245953,1 ,29
alpinist ,Bleiben Sie sachlich ,0.03005368095290185,0.036576562184814365,0.0010992603302563855,0.03331512156885811,0.0011205343200392038,1 ,3
alpinist ,cedebe ,0.04181741013386486,0.03504419229880274,0.0014654573621690628,0.0384308012163338,0.0014883956020896646,1 ,4
alpinist ,CETAoderGoodByeGermany ,0.022642366530721117,0.03395751340360233,0.0007688784649562391,0.028299939967161722,0.0008328947393336758,1 ,5
alpinist ,rock_lobster ,0.017519829815466376,0.025596046039181784,0.00044843837055530704,0.021557937927324078,0.000481051004801409,1 ,30
alpinist ,slocum ,0.024802542363387033,0.019379891148788658,0.0004806705712156601,0.022091216756087845,0.0004953731443132527,1 ,31
alpinist ,deep_franz ,0.011992455555270247,0.023136769441012024,0.00027746667921387154,0.017564612498141136,0.00033956454520584,1 ,6
alpinist ,diespdisttot ,0.005481092090251487,0.025621851782717604,0.00014043572914384942,0.015551471936484545,0.00034326082963868334,1 ,7
alpinist ,eagle58 ,0.013880655532717414,0.0033034745086647044,4.585439171588767e-05,0.00859206502069106,0.00010179277092367802,1 ,8
alpinist ,Eckard P. ,0.04532488239660915,0.012199207114751844,0.000552927627808005,0.028762044755680498,0.001101582809247531,1 ,9
alpinist ,sonnenkatze ,0.03928595539890979,0.029461717373142272,0.001157431714696553,0.034373836386026035,0.0012056895410900213,1 ,32
alpinist ,Friwi ,0.04150202664213816,0.03576651307979127,0.0014843827787338804,0.038634269860964715,0.0015008308366458128,1 ,10
alpinist ,Gamma Ray Burst ,0.04186636397389122,0.032830506140026326,0.0013744939195054126,0.03734843505695877,0.0014153172829023215,1 ,11
alpinist ,globallynaive ,0.03751395196190431,0.03251667770852378,0.0012198290855182858,0.03501531483521404,0.0012323154605000358,1 ,12
alpinist ,gottwuerfeltnicht ,0.01759931050950398,0.03754977272346067,0.0006608501097214873,0.027574541616482325,0.000859860580996744,1 ,13
alpinist ,Hans_Joachim ,0.016724754554437844,0.02526914431963557,0.00042262023654657217,0.020996949437036706,0.00045912353477637995,1 ,14
alpinist ,Sumtina ,0.017341707291511008,0.03178212224001867,0.0005511562609894258,0.024561914765764838,0.0006554190529319676,1 ,33
alpinist ,Super-Duper Missile ,0.019001352858299396,0.01913818580626309,0.0003636514215725021,0.019069769332281244,0.00036366078320032634,1 ,34
alpinist ,Jan Reiter ,0.022307775442799698,0.030619822271330616,0.0006830601193272804,0.02646379885706516,0.0007176051805671258,1 ,15
alpinist ,Jordanes ,0.014453034038944216,0.02105865216513865,0.00030436141655703524,0.01775584310204143,0.00032617851197158947,1 ,16
alpinist ,JuJuMila ,0.019964884879000725,0.020569760933309072,0.0004106729090220821,0.0202673229061549,0.00041085584654262,1 ,17
alpinist ,knowwhereman ,0.017403017985567176,0.016961509812257573,0.0002951814603250927,0.017182263898912375,0.00029527892505864226,1 ,18
alpinist ,Superforecaster ,0.01715674012895268,0.017642782733178382,0.00030269263850471494,0.01739976143106553,0.00030281075721127625,1 ,35
alpinist ,too late ,0.02211857191456453,0.01906429411042981,0.0004216749602819507,0.02059143301249717,0.0004263392667343658,1 ,36
alpinist ,whitemouse ,0.019235272465936985,0.027095620204976436,0.000521191637276269,0.02316544633545671,0.0005520841705655803,1 ,37
alpinist ,Lea Paul ,0.01947182981819309,0.018566425992080176,0.000361522287249862,0.019019127905136633,0.00036193216529403196,1 ,19
alpinist ,Leute von heute ,0.008280916565187613,0.014692084678806384,0.00012166392739386692,0.011486500621997,0.00014221546568440793,1 ,20
alpinist ,Lucy Meineke ,0.01792901643571607,1.6635037676511436e-05,2.982498639109296e-07,0.008972825736696291,0.00016072495353832773,1 ,21
alpinist ,whitemouse-neu ,0.023219561240296865,0.028439254326895074,0.0006603470074717178,0.02582940778359597,0.0006739696054308584,1 ,38
alpinist ,Yankee Babe ,0.011941962297652537,0.021005627755923344,0.00025084841469976023,0.01647379502678794,0.00029192343046948593,1 ,39
alpinist ,Zeit 12 ,0.022222161852804352,0.010272130414825081,0.00022826894465135728,0.016247146133814717,0.0002996705703357037,1 ,40
alpinist ,Mahlsdorfer ,0.01702630325608784,0.011280107747496021,0.0001920585352702132,0.014153205501791931,0.0002085679166816936,1 ,22
alpinist ,Maik12 ,0.028850940008055194,0.015878367123044582,0.0004581058172928352,0.02236465356554989,0.0005422496409212914,1 ,23
alpinist ,zelebration ,0.023045122715463332,0.02598754208506378,0.0005988860964235627,0.024516332400263557,0.0006032150122968626,1 ,41
Peter Pekster ,Ariovistvs ,0.037902598703788114,0.04224976269169123,0.0016013758006334514,0.040076180697739675,0.0016108247180023122,26 ,2
Peter Pekster ,R.B.C. ,0.023773199257872715,0.02226454862900357,0.0005292995509438987,0.023018873943438142,0.0005304375643038923,26 ,27
Peter Pekster ,Ribald Corello ,0.018618017803960503,0.02424236499047391,0.00045134478300275205,0.021430191397217205,0.0004671614236399727,26 ,28
Peter Pekster ,Richi Rich ,0.022056542236026606,0.024347059996241587,0.0005370119571301763,0.023201801116134096,0.0005396351929351065,26 ,29
Peter Pekster ,Bleiben Sie sachlich ,0.018689990246313345,0.030594133395756985,0.0005718040547611074,0.024642061821035163,0.0006426583668223304,26 ,3
Peter Pekster ,cedebe ,0.02082953167085519,0.0375992200992879,0.0007831741458575723,0.029214375885071545,0.0009237853708509273,26 ,4
Peter Pekster ,CETAoderGoodByeGermany ,0.01836075201634217,0.039820407291224984,0.0007311326234639257,0.029090579653783578,0.0009613910257223285,26 ,5
Peter Pekster ,rock_lobster ,0.01921795753514754,0.02705774328516631,0.0005199945614512497,0.023137850410156924,0.0005507256817543484,26 ,30
Peter Pekster ,slocum ,0.02056667313135227,0.018185035990792586,0.0003740056911045079,0.01937585456107243,0.0003768417888391545,26 ,31
Peter Pekster ,deep_franz ,0.02547613264951026,0.02689714146118655,0.0006852351437578308,0.026186637055348405,0.0006862447767792616,26 ,6
Peter Pekster ,diespdisttot ,0.02265175662652546,0.020327301621973017,0.000460449089214909,0.021489529124249236,0.0004631506347490035,26 ,7
Peter Pekster ,eagle58 ,0.02369596398877571,0.0031919915652713926,7.563731718314673e-05,0.013443977777023552,0.0002858437597550595,26 ,8
Peter Pekster ,Eckard P. ,0.02541559695870939,0.01135495722181921,0.0002885930162331435,0.018385277090264298,0.00038744381113845107,26 ,9
Peter Pekster ,sonnenkatze ,0.02493538480048248,0.02896592480201276,0.0007222764810400275,0.02695065480124762,0.0007303991073919953,26 ,32
Peter Pekster ,Friwi ,0.025115051244546594,0.03510143955897827,0.0008815744532810943,0.030108245401762435,0.0009314384290644031,26 ,10
Peter Pekster ,Gamma Ray Burst ,0.024715461896964858,0.0323729568411676,0.0008001125812999657,0.02854420936906623,0.0008294311957102111,26 ,11
Peter Pekster ,globallynaive ,0.02586973151039441,0.03140970483166673,0.0008125606308159565,0.028639718171030573,0.0008279062830161611,26 ,12
Peter Pekster ,gottwuerfeltnicht ,0.029365069843258537,0.0356527082903235,0.0010469442690466723,0.032508889066791016,0.001066711467667177,26 ,13
Peter Pekster ,Hans_Joachim ,0.0381627481453209,0.024752474558345203,0.0009446224525435911,0.03145761135183305,0.0010345401713823602,26 ,14
Peter Pekster ,Sumtina ,0.021728811823921914,0.03053813290331546,0.0006635573433100598,0.02613347236361869,0.0007023594122499836,26 ,33
Peter Pekster ,Super-Duper Missile ,0.02283543805699196,0.017100813911908923,0.0003905045768095426,0.01996812598445044,0.00040694753385222724,26 ,34
Peter Pekster ,Jan Reiter ,0.02363439873868942,0.026724323186070886,0.0006316133102012021,0.025179360962380153,0.000636387126746465,26 ,15
Peter Pekster ,Jordanes ,0.02508047634843139,0.01926094697134851,0.0004830737249632975,0.02217071165988995,0.0005000071860486628,26 ,16
Peter Pekster ,JuJuMila ,0.03268135780415471,0.01778303924740639,0.0005811738684898144,0.02523219852578055,0.00069215381639899,26 ,17
Peter Pekster ,knowwhereman ,0.02594302972971781,0.015869820251722063,0.00041171121859570327,0.020906424990719936,0.00046244599318949497,26 ,18
Peter Pekster ,Superforecaster ,0.02949420565381749,0.014877223794126149,0.0004387918981418235,0.02218571472397182,0.0005456199774850963,26 ,35
Peter Pekster ,too late ,0.03763050201389759,0.017008299809822294,0.0006400308602464918,0.027319400911859942,0.0008526684721193757,26 ,36
Peter Pekster ,whitemouse ,0.0342259631507841,0.03166387832364722,0.0010837267327160611,0.03294492073721566,0.0010870088720467837,26 ,37
Peter Pekster ,Lea Paul ,0.013847421801072905,0.01747184713149213,0.00024194003687363718,0.015659634466282518,0.00024850826636152944,26 ,19
Peter Pekster ,Leute von heute ,0.008857004996918856,0.016995800829757983,0.0001505318928758041,0.012926402913338419,0.00018365189168012387,26 ,20
Peter Pekster ,Lucy Meineke ,0.018523278018391477,4.260373831491044e-05,7.891608894298833e-07,0.009282940878353194,0.00017155682181257164,26 ,21
Peter Pekster ,whitemouse-neu ,0.020152909152886134,0.016275417981563896,0.0003279970200077066,0.018214163567225015,0.00033551448889954755,26 ,38
